Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI
APP\TEN\005126,Temporary Event Notice,Torriano,"71  73 TORRIANO AVENUE, LONDON, NW5 2SG",LA2003,Application Approved,No,07/06/2010,,,,03/06/2010,01/06/2010,,,E05000139,Kentish Town,529548.11,185131.6,-0.132987,51.550221,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.550221, -0.132987)",16257,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\005770,Temporary Event Notice,Enterprise,"2 HAVERSTOCK HILL, LONDON, NW3 2BL",LA2003,Application Approved,No,22/11/2010,,,,21/11/2010,19/11/2010,,Camden Town,E05000136,Haverstock,528190.18,184432.25,-0.152816,51.544246,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.544246, -0.152816)",15644,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\001003,Premises - Variation of DPS,Tesco Express,"196 206 CAMDEN ROAD, LONDON, NW1 9HG",LA2003,Application Approved In Full,No,21/04/2008,,,,15/04/2008,01/04/2008,,,E05000131,Cantelowes,529535.61,184598.93,-0.133363,51.545437,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.545437, -0.133363)",25379,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\010895,Temporary Event Notice,Unicorn,"227 CAMDEN ROAD, LONDON, NW1 9AA",LA2003,Application Approved,No,06/11/2014,,,,21/10/2014,16/10/2014,,,E05000139,Kentish Town,529772.57,184964.12,-0.129813,51.548664,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.548664, -0.129813)",10928,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\004444,Temporary Event Notice,Nisa (formerly Leighton Arms),"101 BRECKNOCK ROAD, LONDON, N7 0DA",LA2003,Application Approved,No,09/12/2009,,,,10/12/2009,08/12/2009,,,E05000139,Kentish Town,529549.72,185368.07,-0.132877,51.552346,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.552346, -0.132877)",16910,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003813,Temporary Event Notice,Pizza East/Chicken Shop (formerly Grand Union - Highgate),"53  79 HIGHGATE STUDIOS HIGHGATE ROAD, LONDON, NW5 1TL",LA2003,Application Approved,No,04/08/2009,,,,31/07/2009,29/07/2009,,,E05000139,Kentish Town,528765.7,185557.75,-0.144109,51.55423,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.55423, -0.144109)",17556,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\007240,Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Approved,No,22/11/2011,,,,19/11/2011,17/11/2011,,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.543877, -0.132175)",14291,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\009922,Temporary Event Notice,Fiddlers Elbow,"1 MALDEN ROAD, LONDON, NW5 3HS",LA2003,Application Approved,No,27/11/2013,,,,29/11/2013,26/11/2013,,,E05000136,Haverstock,528302.9,184639.18,-0.151116,51.54608,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.54608, -0.151116)",11796,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001688,Late Temporary Event Notice,Vine,"86 HIGHGATE ROAD, LONDON, NW5 1PB",LA2003,Application Rejected,No,,,,,29/03/2016,24/03/2016,29/03/2016,,E05000139,Kentish Town,528724.43,185624.2,-0.14468,51.554836,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.554836, -0.14468)",32640,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\010374,Temporary Event Notice,Unicorn,"227 CAMDEN ROAD, LONDON, NW1 9AA",LA2003,Application Approved,No,21/05/2014,,,,21/05/2014,16/05/2014,,,E05000139,Kentish Town,529772.57,184964.12,-0.129813,51.548664,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.548664, -0.129813)",11386,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008838,Temporary Event Notice,Joe's Southern Table & Bar,"298 302 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved,No,06/12/2012,,,,29/11/2012,26/11/2012,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.551065, -0.140306)",12783,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008411,Temporary Event Notice,The Abbey Tavern,"124 KENTISH TOWN ROAD, LONDON, NW1 9QB",LA2003,TEN Withdrawn,No,,,,,20/09/2012,17/09/2012,,,E05000131,Cantelowes,529008.65,184633.75,-0.140946,51.54587,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.54587, -0.140946)",13189,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\013039,Temporary Event Notice,Torriano,"71  73 TORRIANO AVENUE, LONDON, NW5 2SG",LA2003,Application Approved,No,17/10/2016,,,,19/10/2016,14/10/2016,,,E05000139,Kentish Town,529548.11,185131.6,-0.132987,51.550221,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.550221, -0.132987)",8977,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\000836,Premises - Variation of DPS,Sainsbury's,"132 FORTESS ROAD, LONDON, NW5 2HP",LA2003,Application Approved In Full,No,12/11/2007,,,,05/11/2007,22/10/2007,,,E05000139,Kentish Town,529147.5,185781.26,-0.138523,51.556151,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.556151, -0.138523)",25538,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000909,Premises Licence - Transfer Application,"Crystal Mini Market, Ground Floor","62 MANSFIELD ROAD, LONDON, NW3 2HU",LA2003,Application Rejected - Incomplete Documentation,No,,,,,07/05/2012,23/04/2012,11/05/2012,,E05000134,Gospel Oak,528006.74,185524.17,-0.155062,51.5541,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.5541, -0.155062)",27355,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\002093,Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Approved,No,12/02/2008,,,,10/02/2008,08/02/2008,,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.543877, -0.132175)",19149,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\000602,Temporary Event Notice,Haverstock School,"24 HAVERSTOCK SCHOOL HAVERSTOCK HILL, LONDON, NW3 2BQ",LA2003,Application Rejected,No,,,,,21/09/2006,19/09/2006,19/09/2006,Camden Town,E05000136,Haverstock,528121.72,184523.75,-0.153769,51.545084,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.545084, -0.153769)",20531,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003676,Temporary Event Notice,Eleanor Primary School,"ELEANOR PALMER PRIMARY SCHOOL LUPTON STREET, LONDON, NW5 2JA",LA2003,Application Approved,No,08/06/2009,,,,29/05/2009,27/05/2009,,,E05000139,Kentish Town,529119.07,185634.55,-0.138987,51.554839,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.554839, -0.138987)",17695,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\001096,Premises Licence - Transfer Application,Kentish Delight,"381 KENTISH TOWN ROAD, LONDON, NW5 2TJ",LA2003,Application Rejected - Incomplete Documentation,No,,,,,11/07/2013,27/06/2013,05/07/2013,,E05000139,Kentish Town,528986.57,185239.77,-0.141042,51.551322,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.551322, -0.141042)",27181,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\001906,Temporary Event Notice,White Horse,"154 156 FLEET ROAD, LONDON, NW3 2QX",LA2003,Application Approved,No,06/12/2007,,,,05/12/2007,03/12/2007,,,E05000134,Gospel Oak,527311.32,185537.58,-0.165083,51.554378,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.554378, -0.165083)",19327,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\001410,Premises - Variation of DPS,Tesco Express,"196 206 CAMDEN ROAD, LONDON, NW1 9HG",LA2003,Application Approved In Full,No,15/06/2009,,,,04/06/2009,21/05/2009,,,E05000131,Cantelowes,529535.61,184598.93,-0.133363,51.545437,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.545437, -0.133363)",25001,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\010122,Temporary Event Notice,Haverstock School,"24 HAVERSTOCK SCHOOL HAVERSTOCK HILL, LONDON, NW3 2BQ",LA2003,Application Approved,No,03/03/2014,,,,05/03/2014,28/02/2014,,Camden Town,E05000136,Haverstock,528121.72,184523.75,-0.153769,51.545084,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.545084, -0.153769)",11615,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARY\000561,Premises Licence -  Variation Application,My Shop,"173 FORTESS ROAD, LONDON, NW5 2HR",LA2003,Application Rejected,Yes,,,,06/09/2010,14/06/2010,17/05/2010,29/09/2010,,E05000139,Kentish Town,529086.03,185849.19,-0.139385,51.556776,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.556776, -0.139385)",21568,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008664,Temporary Event Notice,Joe's Southern Table & Bar,"298 302 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved,No,15/11/2012,,,,15/11/2012,12/11/2012,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.551065, -0.140306)",12950,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\013205,Temporary Event Notice,Torriano,"71  73 TORRIANO AVENUE, LONDON, NW5 2SG",LA2003,Application Approved,No,15/11/2016,,,,16/11/2016,11/11/2016,,,E05000139,Kentish Town,529548.11,185131.6,-0.132987,51.550221,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.550221, -0.132987)",8821,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\013523,Temporary Event Notice,The Lion & Unicorn,"42  44 GAISFORD STREET, LONDON, NW5 2ED",LA2003,Application Approved,No,27/02/2017,,,,02/03/2017,27/02/2017,,,E05000131,Cantelowes,529167,184907.78,-0.138563,51.548297,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.548297, -0.138563)",8509,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\001103,Premises - New Licence,Hazraj,"1A FORTESS ROAD, LONDON, NW5 1AA",LA2003,Application Approved In Full,Yes,16/02/2012,,,07/03/2012,16/02/2012,19/01/2012,,,E05000139,Kentish Town,528957.42,185345.59,-0.141423,51.552279,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.552279, -0.141423)",29011,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\004040,Premises - Variation of DPS,Old Oak,"1 MANSFIELD ROAD, LONDON, NW3 2JD",LA2003,Application Rejected - Incomplete Documentation,No,,,,,05/05/2016,21/04/2016,11/05/2016,,E05000134,Gospel Oak,528279.2,185599.66,-0.151107,51.554717,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.554717, -0.151107)",22536,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\007604,Temporary Event Notice,Fiddlers Elbow,"1 MALDEN ROAD, LONDON, NW5 3HS",LA2003,Application Approved,No,23/02/2012,,,,17/02/2012,15/02/2012,,,E05000136,Haverstock,528302.9,184639.18,-0.151116,51.54608,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.54608, -0.151116)",13950,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\002899,Temporary Event Notice,Grand Union (Camden),"102 106 CAMDEN ROAD, LONDON, NW1 9EA",LA2003,Application Approved,No,18/11/2008,,,,13/11/2008,11/11/2008,,,E05000131,Cantelowes,529236.01,184161.88,-0.137842,51.541578,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.541578, -0.137842)",18443,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008443,Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Approved,No,26/09/2012,,,,28/09/2012,25/09/2012,,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.543877, -0.132175)",13156,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\002044,Premises - Variation of DPS,Sainsbury's,"132 FORTESS ROAD, LONDON, NW5 2HP",LA2003,Application Approved In Full,No,21/04/2011,,,,31/03/2011,17/03/2011,,,E05000139,Kentish Town,529147.5,185781.26,-0.138523,51.556151,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.556151, -0.138523)",24398,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\001644,Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Approved,No,23/10/2007,,,,21/10/2007,19/10/2007,,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.543877, -0.132175)",19577,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003132,Temporary Event Notice,New Market Inn,"17 YORK WAY, LONDON, N7 9QG",LA2003,Application Rejected,No,,,,,13/12/2008,11/12/2008,12/12/2008,,E05000131,Cantelowes,530004.99,184347.96,-0.126691,51.543074,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.543074, -0.126691)",18222,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003900,Temporary Event Notice,Pizza East/Chicken Shop (formerly Grand Union - Highgate),"53  79 HIGHGATE STUDIOS HIGHGATE ROAD, LONDON, NW5 1TL",LA2003,Application Approved,No,16/09/2009,,,,12/09/2009,10/09/2009,,,E05000139,Kentish Town,528765.7,185557.75,-0.144109,51.55423,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.55423, -0.144109)",17471,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\001398,Premises Licence - Transfer Application,Best One Limtied,"22 LAMBTON HOUSE FORTESS ROAD, LONDON, NW5 2HA",LA2003,Application Approved In Full,No,14/10/2015,,,,15/10/2015,01/10/2015,,,E05000139,Kentish Town,529015.39,185365.81,-0.14058,51.552448,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.552448, -0.14058)",26901,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\000713,Temporary Event Notice,White Horse,"154 156 FLEET ROAD, LONDON, NW3 2QX",LA2003,Application Approved,No,01/11/2006,,,,02/11/2006,31/10/2006,,,E05000134,Gospel Oak,527311.32,185537.58,-0.165083,51.554378,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.554378, -0.165083)",20428,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARY\000672,Premises Licence -  Variation Application,The Marathon,"87 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Rejected,Yes,,,,15/03/2012,07/02/2012,10/01/2012,25/04/2012,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.543994, -0.151855)",21466,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\013351,Temporary Event Notice,Stag,"67 FLEET ROAD, LONDON, NW3 2QU",LA2003,Application Approved,No,05/12/2016,,,,08/12/2016,03/12/2016,,,E05000134,Gospel Oak,527549.85,185427.77,-0.161684,51.553337,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.553337, -0.161684)",8673,http://opendatacommunities.org/id/london-borough-council/camden
NOI\00053,Notification of Interest,Sir Robert Peel,"108 MALDEN ROAD, LONDON, NW5 4DA",LA2003,Application Approved,No,,,09/02/2011,,,09/02/2010,,,E05000134,Gospel Oak,528172.82,185024.79,-0.15285,51.549575,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.549575, -0.15285)",8020,http://opendatacommunities.org/id/london-borough-council/camden
2014/3577/TC,Table and Chairs,The Monarch,"40-42 Chalk Farm Road, London, NW1 8BG",TC,Final Decision,0,30/06/2014,,16/06/2015,,,27/05/2014,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.54314, -0.148383)",34823,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\002896,Temporary Event Notice,Spring Studios,"10 SPRING HOUSE SPRING PLACE, LONDON, NW5 3BH",LA2003,Application Approved,No,18/11/2008,,,,09/11/2008,07/11/2008,,,E05000134,Gospel Oak,528502.77,185056.03,-0.148083,51.549781,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.549781, -0.148083)",18446,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008201,Temporary Event Notice,Co-Operative Group Food Limited,"250 254 KENTISH TOWN ROAD, LONDON, NW5 2AB",LA2003,Application Approved,No,18/07/2012,,,,11/07/2012,06/07/2012,,,E05000139,Kentish Town,529016.07,185010.54,-0.140701,51.549255,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.549255, -0.140701)",13377,http://opendatacommunities.org/id/london-borough-council/camden
NOI\00045,Notification of Interest,White Horse,"154 156 FLEET ROAD, LONDON, NW3 2QX",LA2003,Application Approved,No,,,09/02/2011,,,09/02/2010,,,E05000134,Gospel Oak,527311.32,185537.58,-0.165083,51.554378,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.554378, -0.165083)",8027,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\001483,Premises - Variation of DPS,La Porchetta,"74 CHALK FARM ROAD, LONDON, NW1 8AN",LA2003,Application Approved In Full,No,29/08/2009,,,,20/08/2009,06/08/2009,,Camden Town,E05000136,Haverstock,528327.65,184392.87,-0.150849,51.543861,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.543861, -0.150849)",24931,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-CONV\000903,Premises - Conversion of Licence,Co-Operative Group Food Limited,"250 254 KENTISH TOWN ROAD, LONDON, NW5 2AB",LA2003,Application Approved,No,30/08/2005,,,,29/08/2005,01/08/2005,,,E05000139,Kentish Town,529016.07,185010.54,-0.140701,51.549255,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.549255, -0.140701)",30976,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\010212,Temporary Event Notice,Vine,"86 HIGHGATE ROAD, LONDON, NW5 1PB",LA2003,Application Approved,No,01/04/2014,,,,04/04/2014,01/04/2014,,,E05000139,Kentish Town,528724.43,185624.2,-0.14468,51.554836,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.554836, -0.14468)",11530,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000945,Premises Licence - Transfer Application,Grafton Arms,"20 PRINCE OF WALES ROAD, LONDON, NW5 3LG",LA2003,Application Approved In Full,No,15/08/2012,,,,30/07/2012,16/07/2012,,,E05000139,Kentish Town,528728.59,184759.16,-0.144936,51.547061,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.547061, -0.144936)",27320,http://opendatacommunities.org/id/london-borough-council/camden
GGN\00042,Gaming Notification,Monkey Chews,"2 QUEEN'S CRESCENT, LONDON, NW5 4EP",GA2005,Application Approved,No,,,,,,26/10/2009,,,E05000136,Haverstock,528095.6,184786.12,-0.15405,51.547448,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.547448, -0.15405)",8332,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001987,Late Temporary Event Notice,Made in Brasil Boteco (formerly Coco Bamboo),"48 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Approved,No,06/12/2016,,,,08/12/2016,03/12/2016,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.54314, -0.148383)",32358,http://opendatacommunities.org/id/london-borough-council/camden
